actual_letter,image_file,model_output
D,45_png.rf.QK3uCbs0Uj7ytZvPcg73.png,I
D,46_png.rf.kM7VXse0Oh62xGkNNqmg.png,I
D,47_png.rf.Oczr3Jx3BFQT4qNkW8Io.png,I
D,48_png.rf.RAoKum8HGOrmlsw6Xlgr.png,I
D,49_png.rf.3A9oLBIHh6mrohC9nbvO.png,I
D,4_png.rf.6HzMJTfEotRHdTIPjedq.png,A
D,50_png.rf.OyNGbK2EHrnQGgi6WovQ.png,I
D,51_png.rf.TlenZuLTjeBj33E4nVao.png,I
D,52_png.rf.YI0r8mBoBen3eNn2Kmdg.png,A
D,53_png.rf.6mbckvSTiMhWQQnojp0M.png,I
D,54_png.rf.5HZMwJLyFlAu4zfpn6QJ.png,I
D,55_png.rf.iqczk222GiMlT1o2zrbw.png,I
D,56_png.rf.mXJPX36B6dRz5KwgXpDG.png,D
D,57_png.rf.CtnyQOV2pKooMAgQxliX.png,I
D,58_png.rf.JJQjyx1xy79v7ct7K89u.png,I
D,59_png.rf.nlueDj1BfEt4QOBrKthz.png,L
D,5_png.rf.WFl6sjZ5VS87sdEcsozi.png,A
D,60_png.rf.tk1cn02JfhBaU3TbY1ux.png,T
D,61_png.rf.Pf744zgHI5R7cVyYsVfj.png,T
D,62_png.rf.X1cVmoDemreGGc59Aiuv.png,I
D,63_png.rf.I62ErKzWb5ry94vkN65v.png,D
D,64_png.rf.MqAt7ZiJlPZ7fejRpazn.png,I
D,65_png.rf.28B5s5rUxxL5hl3KAcUm.png,W
D,6_png.rf.d1Qz635rQ77ptj3okccb.png,A
D,7_png.rf.g3bj5CzoxH75zpKPPnLt.png,A
D,8_png.rf.HztA65zaEjTfCbGcIfly.png,I
D,9_png.rf.9BA0cDuyq9MNFX2fgEO1.png,A
E,0_png.rf.JWuOKoqJNVrEmLiomiLX.png,L
E,10_png.rf.Sl4XoC8R1PS69iEfN1rn.png,W
E,11_png.rf.aLuR7GZQhffMyI24QT6R.png,M
E,12_png.rf.F7MxiXYoh112egX3JBGC.png,W
E,13_png.rf.mL4OwYhiL4y0GWRYMjTB.png,L
E,14_png.rf.hw1i0s2OlGUD6uKQGI8M.png,W
E,15_png.rf.E0ebGFxoCSU1RNYjgEtX.png,B
E,16_png.rf.KijpCbnZojxgePiYjHzO.png,E
E,17_png.rf.3ettTOjbbYrponKLfXha.png,E
E,18_png.rf.jGmUd2yHuW01sqCQOvel.png,M
E,19_png.rf.Hyu72vsoW8K3rKhtxExi.png,W
E,1_png.rf.aN7IuGcC9gErEbPuS4KM.png,M
E,20_png.rf.V8MNZovN7SVoe0pHZvuj.png,M
E,21_png.rf.HWqADi6dn4NI5ygkSsQT.png,W
E,22_png.rf.IMMXLLaVaPa17CN9tBQf.png,B
E,23_png.rf.ktgM3kpUOCPxVLRDbnjb.png,E
E,24_png.rf.EQAxZlqcIwc7uWBPyuXX.png,L
E,25_png.rf.s8VoSlbfhLnknSFFI6FL.png,M
E,26_png.rf.n4AqCJig7igCHtD5N02d.png,L
E,27_png.rf.XiPTW4SdPrb4Ri2mVjo1.png,M
E,28_png.rf.KDEcUXtiT5xmsN4OmSzH.png,W
E,29_png.rf.NL5OHqQlvm0OBTqihDnQ.png,L
E,2_png.rf.YYShtjyHKxXqEk5IwNMi.png,W
E,30_png.rf.CENzyOYzp78Al0jxvl1W.png,W
E,31_png.rf.DyUPZqEgKuPsUdgqxD6f.png,W
E,32_png.rf.iGMCsZPwc7tiFtTZABSe.png,E
E,33_png.rf.oGrTMVCrsUbjmOVpw45G.png,M
E,34_png.rf.EgqpYLBgwtk5zmVu3VGY.png,B
E,35_png.rf.hnP7Y6QPP1Tf1s3pdkC1.png,W
E,36_png.rf.VspmTmR5tWzL4UpYuzU8.png,L
E,37_png.rf.61TwHeUepUCbMwYHsyvj.png,M
E,38_png.rf.fQiR0BVmrshp0pemYSSY.png,W
E,39_png.rf.L1Yrqkqi0ek3d0grhNVK.png,V
E,3_png.rf.svUzL8yQqxe7V8B1EoH3.png,W
E,40_png.rf.7QaxvbvsWzi9QqmPX3EP.png,W
E,41_png.rf.Ym20FDwRQoavDBvsRjpo.png,W
E,42_png.rf.CLMP6J9Ldq0fVBM0U21h.png,W
E,43_png.rf.SkwLcns9VTcwSfqXUvc0.png,W
E,44_png.rf.F5IDT7pUZk6vmBmI5T01.png,V
E,45_png.rf.MKsUPAlQ4wIouYYJKFPK.png,W
E,46_png.rf.Hb4n29aAxReWcJ51EkJn.png,B
E,47_png.rf.icjAItnKMH2cKBaW0Uwp.png,O
E,48_png.rf.rdZ72HouXFM7vFA1kFg9.png,W
E,49_png.rf.B3vtWzbd2Rs1jPZYOFbt.png,W
E,4_png.rf.SDoDj0g9vPoRJFJzZtX3.png,Z
E,50_png.rf.PWfqZaYAVvBFGg3SwGkf.png,E
E,51_png.rf.l0fjlZFhIJkJwrSnbz86.png,W
E,52_png.rf.1CiEGbbSDL08BgCZvPwb.png,M
E,53_png.rf.2YZvMf7G3Oel3lIz9JWI.png,W
E,54_png.rf.rM7Gjy6YKlnW0iPAfnqe.png,W
E,55_png.rf.P2BvYhjzv3vtMsLGIzvI.png,M
E,56_png.rf.Bk25MguuvHDwl1Lv56Ts.png,E
E,57_png.rf.AhdQ1QHq8mV1zdEuvo49.png,W
E,58_png.rf.h9HpjnOAy0wpYq1rHe32.png,W
E,59_png.rf.8ZOgkSELDHliLIVWmukX.png,W
E,5_png.rf.UalOwUAp8ccGMkjNfGfw.png,W
E,60_png.rf.12k6MQHUkADT6mWZ2SpV.png,W
E,61_png.rf.HoaQWQS8guEuPq1pf6ee.png,W
E,62_png.rf.KEjlLOYyzM80BTmgCTcB.png,W
E,63_png.rf.GaR0LPBhWMclQihztU30.png,W
E,64_png.rf.gGB66v8U85o32COxnmlx.png,L
E,65_png.rf.6k98QN0bO93p8AWhwfdn.png,M
E,66_png.rf.ww4sb66ASQKctjc6VdF0.png,W
E,6_png.rf.5bvFf0KBDSlXEctbQcFv.png,W
E,7_png.rf.SVKnE9okoGUoRMPji66z.png,M
E,8_png.rf.dUzVm7xoY6eiNXEys1yp.png,W
E,9_png.rf.bpbcCHEZCkAWsH8OywlG.png,W
F,0_png.rf.Xv4YN7Z0rxK1YxSGUpGi.png,V
F,10_png.rf.zioHMO53f0RclcOlIYOl.png,K
F,11_png.rf.VCq2tfJJs7UhBK8HxdI0.png,E
F,12_png.rf.uTsvWLfqys1U6t2HJF89.png,E
F,13_png.rf.NmLuUcvhqUMUm5SlCPQR.png,E
F,14_png.rf.vYiMzM5Xt3hkRGEiXkIh.png,E
F,15_png.rf.U692eZt2FxrSnv2ihTov.png,5
F,16_png.rf.ZoUXLHB77h3pVeP0joaa.png,E
F,17_png.rf.VQ8iRlTQptAcmokOyLsk.png,E
F,18_png.rf.6Yj8PNcJEKF3ve9YLrye.png,W
F,19_png.rf.UszGIfaYpEyn3nQ9Gwbh.png,E
F,1_png.rf.QUBHAf9EKH9y6D25uvic.png,V
F,20_png.rf.Oc9c0xDNtWLafm3YVIWs.png,W
F,21_png.rf.WKZyWsqrjw0u6Ewr3zwa.png,M
F,22_png.rf.NC1mOtlrEWZqgViPzqSx.png,V
F,23_png.rf.hOrnIUkyXueWK9C5XsVQ.png,A
F,24_png.rf.nFTMY8oxbZ2nKpk64XDm.png,L
F,25_png.rf.miJeYqbLqXBx6O0eEaG8.png,X
F,26_png.rf.nUhOMqfqoYvxMyAPNyLu.png,K
F,27_png.rf.9QE27rxHu19pIBMYk3nC.png,E
F,28_png.rf.JVamJehhCQkQm4mgdEnK.png,A
F,29_png.rf.i5UhtcMv7ASsgFL0alok.png,L
F,2_png.rf.hgox8zoLE9UyU5sKkNhG.png,E
F,30_png.rf.ZJqBMHHHGFPK3dBxAjNj.png,B
F,31_png.rf.I6ajowP6IGOFIBhm3aJR.png,T
F,32_png.rf.JFIii2NyxYofMlnRu4Vm.png,O
F,33_png.rf.DYpeocrKBcUftnP1vmLW.png,W
F,3_png.rf.ZxY3GMo3zh18tk2WxTd1.png,The hand shown displays five extended fingers. This configuration does not correspond to a single letter in the standard ASL alphabet.
F,4_png.rf.wNfY2c3NTQlwcs3CYQkQ.png,W
F,5_png.rf.7qMZph8zwqcMncF1KKgD.png,W
F,6_png.rf.IkD8JPE4V14BxXY8I3tf.png,E
F,7_png.rf.O1g2hyel0LFPR6DehtsM.png,E
F,8_png.rf.5iVKh2QwkaPVHtoqlUaD.png,L
F,9_png.rf.9CevTm5r6pvDHRs8IYM0.png,W
G,0_png.rf.71OyuO0cfZM2DpCeMkDy.png,D
G,10_png.rf.S9pfMJZ5WlTQay5Bw8KD.png,I
G,11_png.rf.hwOEN6vQNVEK34b8LOXH.png,D
G,12_png.rf.hrFpaAi5z8QG7iFIB1DB.png,J
G,13_png.rf.ZPp3kLNu8KRdW4VyUxgr.png,I
G,14_png.rf.k9xm0upPsQh1ELvGrMuM.png,I
G,15_png.rf.azgbCid5XhhZveyKG85U.png,I
G,16_png.rf.ezca2Z5OJEVnmuVAtMRE.png,D
G,17_png.rf.cM7zvynOc1o2a3y1ixI4.png,D
G,18_png.rf.KJdk9OFt3yfZSZNNlWMX.png,P
G,19_png.rf.ZSk45w8T6b2mDFtBlnqm.png,D
G,1_png.rf.cOvIhdb6QKAD7j6NsDCl.png,I
G,20_png.rf.OVBNqGfNlKciMg0Blydc.png,J
G,21_png.rf.IXWD2MqS3o4exw20q3C5.png,I
G,22_png.rf.XweKQrIesXIYTbfSGfFd.png,D
G,23_png.rf.6rn4Yh2KpLqf4qu31SMd.png,L
G,24_png.rf.NKdI6ytvZcBFVGSsqloW.png,I
G,25_png.rf.bc6yGmjoSAHqBfimJiZY.png,D
G,26_png.rf.HIGVXMajSkoUcp4uc7Om.png,I
G,27_png.rf.23ainhyiIK8bhKhNAFQU.png,D
G,28_png.rf.lfxdYVxCpghZGEbaEcMK.png,D
G,29_png.rf.2ijOtN52LSxWmEtC9aKv.png,I
G,2_png.rf.0NUd4cR4n05YEuJ9feas.png,I
G,30_png.rf.De1MXarrsb76K6qiYK9J.png,I
G,37_png.rf.C42mNerJeGvIlbaU7ErE.png,D
G,38_png.rf.l0wCDFJfUTs9z941JuSt.png,G
G,39_png.rf.Z7qP6BR7Be4qlo444dsv.png,G
G,3_png.rf.tLb7q7RNDo8R7Addi5NP.png,J
G,40_png.rf.5FO3QjqdQkCWwu4NCUnb.png,D
G,41_png.rf.ocMTy5jnGEu7lf7Ll3G2.png,D
G,42_png.rf.Id3d4SeJDagSmt9D6fJX.png,J
G,43_png.rf.ertayBv9NM0ujpl0HP1d.png,D
G,44_png.rf.w3pnndJHaXeK26dBHHBU.png,D
G,4_png.rf.splBWMJrLPZHrK4bm8M5.png,D
G,5_png.rf.BL0WXRqlZmMhtgFM6BrT.png,D
G,6_png.rf.7cs4Q0AGjxsHU2F60poc.png,D
G,7_png.rf.OzcAxNTcES5JDCUsX0r7.png,I
G,8_png.rf.OwJF94ynsEt3p7yC7nHv.png,D
G,9_png.rf.6BBPuxhYlfeHfDKMxoB4.png,D
H,0_png.rf.QhfLjuISCQm3ltpoevEF.png,V
H,10_png.rf.R5bnISDN4vm369Zob0Be.png,L
H,11_png.rf.pV4UWEPuBeRzs3rJLdrr.png,E
H,12_png.rf.dYimKOuIeNq4DVWXqDmi.png,W
H,13_png.rf.pRDftWPjWmul4S5K06Oo.png,V
H,14_png.rf.yH2hPQ7m0hLGe7N0GALc.png,B
H,15_png.rf.2Oqj0EbtzQ4o5UdZo9PX.png,V
H,16_png.rf.65CH67FpgnU0cM1gqZ7Y.png,W
H,17_png.rf.2eysPbCLM0ZGJi7XeoWB.png,D
H,18_png.rf.4wqZA0f8W4tlE1FaOpc5.png,V
H,19_png.rf.HdJ4WUCKopcDVchqsLdk.png,E
H,1_png.rf.1C0n5VoATGHCmuhvOWXj.png,B
H,20_png.rf.qszb2zTytuOnkqDgD6yJ.png,F
H,21_png.rf.36dh61uB0EnIUY9UHzLD.png,A
H,22_png.rf.YXy879XTmMcHcw3dShR7.png,E
H,23_png.rf.fTkYoFhXFXkwjW8kRVio.png,E
H,24_png.rf.hLOzgdY3puKRStTLC3n3.png,E
H,25_png.rf.YCFWfBydIqQObKknbKhJ.png,W
H,26_png.rf.LrxZCZpFqocFWNjo6RMT.png,E
H,27_png.rf.QeCMPiRQqDVdU3278rvT.png,W
H,28_png.rf.zQCoAhHOa07PWYqaLiVm.png,J
H,29_png.rf.5nRYeAMVvHxkNnqbAK3i.png,A
H,2_png.rf.BhvOw09ELas4ozl1Logp.png,W
H,30_png.rf.CRdkyQoONX5z4QDIyWUj.png,M
H,31_png.rf.tsAOkOihptwqM1NczdQo.png,L
H,32_png.rf.YNKeOSofVAsJFB5YgfFS.png,V
H,33_png.rf.csbAX6rhQfFjhCR9oQp9.png,J
H,34_png.rf.EbYjwAD6O61kyEdxjkfo.png,L
H,35_png.rf.1HNV2FqX7GN9OKoYCkFf.png,W
H,36_png.rf.V09cKtvemTHZ2gzz2mnP.png,E
H,37_png.rf.mJIp1rx6CaBxdIKAyuUt.png,W
H,38_png.rf.nn3ga4OHMZjJtkibzRXq.png,E
H,39_png.rf.VmpUDhtOLPPKqKC85lVL.png,D
H,3_png.rf.mg1ivuK335cIDO0FXIfU.png,Y
H,40_png.rf.LhNqZGay9d3XQaJftN6W.png,E
H,41_png.rf.1PtmGmU0hVlBY0SmmyQu.png,B
H,42_png.rf.R4mXsdf9UtwJokgS0GNT.png,W
H,43_png.rf.n6PejBKQGphxXioPIlPB.png,B
H,44_png.rf.Ls6n45H7BaidXCTqFk8V.png,W
H,45_png.rf.GDZSS0GL7ljcRXsuEBfk.png,E
H,46_png.rf.NvecjALkHjxln2X9ZQ80.png,W
H,47_png.rf.lQyF8TYKLokFKvlTU9kh.png,W
H,48_png.rf.8XxM5ZHwTwuTT4cU5SZ4.png,L
H,49_png.rf.8uSJjTvzw8f9zmGaxCL3.png,E
H,4_png.rf.86KTyQ9KvxvqgzccxwBv.png,B
H,50_png.rf.ubtvKd37f3WvgXbL99nB.png,V
H,51_png.rf.hnqlh0Aq8mSxvKu1FwkX.png,E
H,52_png.rf.vVSOc9IKmdRUNx307W8w.png,M
H,53_png.rf.pNcOm2akr1v1IOAgX4KW.png,L
H,54_png.rf.OFv1mnUUXdOx9x1hDCoD.png,L
H,55_png.rf.kdnDHnNRZcSKkVXsipuN.png,W
H,56_png.rf.0tjyrVRv6ngJxAWccjA9.png,B
H,57_png.rf.yVW58FwKsmNOq1Y4qvZf.png,L
H,58_png.rf.e4WEQOrr8dnvwtPaZb46.png,A
H,59_png.rf.tpUseNd6QJYPLCxvlrPE.png,"The hand shown is in a relaxed, resting position and does not form a recognizable letter of the ASL alphabet."
H,5_png.rf.03EOORAkZ0baCATIEmog.png,F
H,60_png.rf.kM2lmKQhY8EqWZtX82lR.png,E
H,61_png.rf.nTYRLLstecRQVqu83CJG.png,"The hand shown is in a neutral, resting position and does not form a recognizable letter of the ASL alphabet."
H,62_png.rf.q0ZyxVt216WtWslk8CJ7.png,W
H,63_png.rf.zuvTNczSlBUwDutuV5k1.png,B
H,64_png.rf.w1AuMMVufMZGy56RjrMJ.png,B
H,65_png.rf.s5um3SIdToK25UyDCOVV.png,A
H,6_png.rf.uUXK2LHVkLur6dXvNAk2.png,E
H,7_png.rf.3qZ3YCewF33y7P0DLtgD.png,X
H,8_png.rf.P6JTwj667bC9798PZech.png,E
H,9_png.rf.CCUvVHujHRMrskRULH2e.png,W
I,0_png.rf.pdyVvlctcR2CaxxaP3DX.png,T
I,10_png.rf.0OY1RYlpE5nNycDQ9a9W.png,I
I,11_png.rf.ZU6q8XikmH0i5Ht5s7Fc.png,R
I,12_png.rf.mhnOaSzWoITjoDaP9VUS.png,E
I,13_png.rf.8dHRR9ES35w8FluGoQDG.png,V
I,14_png.rf.uLWCGYrzO8kiSg9SjE9p.png,D
I,15_png.rf.5geMniaO07W5hRvsG2hb.png,I
I,16_png.rf.EXrcBLg0G0THMtSGw8hG.png,I
I,17_png.rf.ZR4BiLJ1DLgCaVhnNU7R.png,I
I,18_png.rf.7XGQnh7tjN3zvHjrn5fw.png,D
I,19_png.rf.3vUGlpAcWCtYdhNlid49.png,P
I,1_png.rf.ofBWjr2EHJsoce5s9Qsh.png,I
I,20_png.rf.qtz9OdMKNnUPT7qAx0Bf.png,I
I,21_png.rf.xgACmBzWLF6nJsdwYK6R.png,T
I,22_png.rf.DKflsztaTSB2JPMIbtVt.png,R
